ParticipantID,BlockNo,Techniques,Input devices,Screen size,TrialNo,Time
1,Block0,Qwertykeyboard,stylus,tablet,Trial3,10
1,Block0,Qwertykeyboard,stylus,tablet,Trial4,14
1,Block0,Qwertykeyboard,stylus,watch,Trial0,11
1,Block0,Qwertykeyboard,stylus,watch,Trial1,9
1,Block0,Qwertykeyboard,stylus,watch,Trial2,14
1,Block0,Qwertykeyboard,stylus,watch,Trial3,9
1,Block0,Qwertykeyboard,stylus,watch,Trial4,10
10,Block0,Optimalkeyboard,touch,mobilephone,Trial0,12
10,Block0,Optimalkeyboard,touch,mobilephone,Trial1,15
10,Block0,Optimalkeyboard,touch,mobilephone,Trial2,12
10,Block0,Optimalkeyboard,touch,mobilephone,Trial3,9
10,Block0,Optimalkeyboard,touch,mobilephone,Trial4,7
10,Block0,Optimalkeyboard,touch,tablet,Trial0,12
10,Block0,Optimalkeyboard,touch,tablet,Trial1,14
10,Block0,Optimalkeyboard,touch,tablet,Trial2,8
10,Block0,Optimalkeyboard,touch,tablet,Trial3,13
10,Block0,Optimalkeyboard,touch,tablet,Trial4,12
10,Block0,Optimalkeyboard,touch,watch,Trial0,6
10,Block0,Optimalkeyboard,touch,watch,Trial1,9
10,Block0,Optimalkeyboard,touch,watch,Trial2,11
10,Block0,Optimalkeyboard,touch,watch,Trial3,15
10,Block0,Optimalkeyboard,touch,watch,Trial4,10
10,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,10
10,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,8
10,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,14
10,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,6
10,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,7
10,Block0,Optimalkeyboard,stylus,tablet,Trial0,14
10,Block0,Optimalkeyboard,stylus,tablet,Trial1,12
10,Block0,Optimalkeyboard,stylus,tablet,Trial2,11
10,Block0,Optimalkeyboard,stylus,tablet,Trial3,8
10,Block0,Optimalkeyboard,stylus,tablet,Trial4,8
10,Block0,Optimalkeyboard,stylus,watch,Trial0,14
10,Block0,Optimalkeyboard,stylus,watch,Trial1,14
10,Block0,Optimalkeyboard,stylus,watch,Trial2,9
10,Block0,Optimalkeyboard,stylus,watch,Trial3,13
10,Block0,Optimalkeyboard,stylus,watch,Trial4,10
10,Block0,Qwertykeyboard,touch,mobilephone,Trial0,15
10,Block0,Qwertykeyboard,touch,mobilephone,Trial1,10
10,Block0,Qwertykeyboard,touch,mobilephone,Trial2,14
10,Block0,Qwertykeyboard,touch,mobilephone,Trial3,6
10,Block0,Qwertykeyboard,touch,mobilephone,Trial4,13
10,Block0,Qwertykeyboard,touch,tablet,Trial0,7
10,Block0,Qwertykeyboard,touch,tablet,Trial1,10
10,Block0,Qwertykeyboard,touch,tablet,Trial2,14
10,Block0,Qwertykeyboard,touch,tablet,Trial3,10
10,Block0,Qwertykeyboard,touch,tablet,Trial4,7
10,Block0,Qwertykeyboard,touch,watch,Trial0,15
10,Block0,Qwertykeyboard,touch,watch,Trial1,6
10,Block0,Qwertykeyboard,touch,watch,Trial2,7
10,Block0,Qwertykeyboard,touch,watch,Trial3,14
10,Block0,Qwertykeyboard,touch,watch,Trial4,15
10,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,13
10,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,8
10,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,14
10,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,6
10,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,15
10,Block0,Qwertykeyboard,stylus,tablet,Trial0,11
10,Block0,Qwertykeyboard,stylus,tablet,Trial1,15
10,Block0,Qwertykeyboard,stylus,tablet,Trial2,8
10,Block0,Qwertykeyboard,stylus,tablet,Trial3,12
10,Block0,Qwertykeyboard,stylus,tablet,Trial4,10
10,Block0,Qwertykeyboard,stylus,watch,Trial0,15
10,Block0,Qwertykeyboard,stylus,watch,Trial1,10
10,Block0,Qwertykeyboard,stylus,watch,Trial2,9
10,Block0,Qwertykeyboard,stylus,watch,Trial3,15
10,Block0,Qwertykeyboard,stylus,watch,Trial4,7
11,Block0,Optimalkeyboard,touch,mobilephone,Trial0,14
11,Block0,Optimalkeyboard,touch,mobilephone,Trial1,16
11,Block0,Optimalkeyboard,touch,mobilephone,Trial2,13
11,Block0,Optimalkeyboard,touch,mobilephone,Trial3,13
11,Block0,Optimalkeyboard,touch,mobilephone,Trial4,14
11,Block0,Optimalkeyboard,touch,tablet,Trial0,9
11,Block0,Optimalkeyboard,touch,tablet,Trial1,10
11,Block0,Optimalkeyboard,touch,tablet,Trial2,6
11,Block0,Optimalkeyboard,touch,tablet,Trial3,9
11,Block0,Optimalkeyboard,touch,tablet,Trial4,9
11,Block0,Optimalkeyboard,touch,watch,Trial0,6
11,Block0,Optimalkeyboard,touch,watch,Trial1,11
11,Block0,Optimalkeyboard,touch,watch,Trial2,15
11,Block0,Optimalkeyboard,touch,watch,Trial3,9
11,Block0,Optimalkeyboard,touch,watch,Trial4,11
11,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,14
11,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,15
11,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,7
11,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,6
11,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,11
11,Block0,Optimalkeyboard,stylus,tablet,Trial0,7
11,Block0,Optimalkeyboard,stylus,tablet,Trial1,11
11,Block0,Optimalkeyboard,stylus,tablet,Trial2,13
11,Block0,Optimalkeyboard,stylus,tablet,Trial3,7
11,Block0,Optimalkeyboard,stylus,tablet,Trial4,7
11,Block0,Optimalkeyboard,stylus,watch,Trial0,13
11,Block0,Optimalkeyboard,stylus,watch,Trial1,13
11,Block0,Optimalkeyboard,stylus,watch,Trial2,9
11,Block0,Optimalkeyboard,stylus,watch,Trial3,14
11,Block0,Optimalkeyboard,stylus,watch,Trial4,13
11,Block0,Qwertykeyboard,touch,mobilephone,Trial0,9
11,Block0,Qwertykeyboard,touch,mobilephone,Trial1,6
11,Block0,Qwertykeyboard,touch,mobilephone,Trial2,7
11,Block0,Qwertykeyboard,touch,mobilephone,Trial3,13
11,Block0,Qwertykeyboard,touch,mobilephone,Trial4,12
11,Block0,Qwertykeyboard,touch,tablet,Trial0,14
11,Block0,Qwertykeyboard,touch,tablet,Trial1,14
11,Block0,Qwertykeyboard,touch,tablet,Trial2,9
11,Block0,Qwertykeyboard,touch,tablet,Trial3,8
11,Block0,Qwertykeyboard,touch,tablet,Trial4,13
11,Block0,Qwertykeyboard,touch,watch,Trial0,10
11,Block0,Qwertykeyboard,touch,watch,Trial1,7
11,Block0,Qwertykeyboard,touch,watch,Trial2,15
11,Block0,Qwertykeyboard,touch,watch,Trial3,9
11,Block0,Qwertykeyboard,touch,watch,Trial4,15
11,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,15
11,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,9
11,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,7
11,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,6
11,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,13
11,Block0,Qwertykeyboard,stylus,tablet,Trial0,14
11,Block0,Qwertykeyboard,stylus,tablet,Trial1,7
11,Block0,Qwertykeyboard,stylus,tablet,Trial2,12
11,Block0,Qwertykeyboard,stylus,tablet,Trial3,14
11,Block0,Qwertykeyboard,stylus,tablet,Trial4,15
11,Block0,Qwertykeyboard,stylus,watch,Trial0,7
11,Block0,Qwertykeyboard,stylus,watch,Trial1,9
11,Block0,Qwertykeyboard,stylus,watch,Trial2,10
11,Block0,Qwertykeyboard,stylus,watch,Trial3,10
11,Block0,Qwertykeyboard,stylus,watch,Trial4,7
12,Block0,Optimalkeyboard,touch,mobilephone,Trial0,7
12,Block0,Optimalkeyboard,touch,mobilephone,Trial1,14
12,Block0,Optimalkeyboard,touch,mobilephone,Trial2,7
12,Block0,Optimalkeyboard,touch,mobilephone,Trial3,14
12,Block0,Optimalkeyboard,touch,mobilephone,Trial4,13
12,Block0,Optimalkeyboard,touch,tablet,Trial0,11
12,Block0,Optimalkeyboard,touch,tablet,Trial1,14
12,Block0,Optimalkeyboard,touch,tablet,Trial2,10
12,Block0,Optimalkeyboard,touch,tablet,Trial3,14
12,Block0,Optimalkeyboard,touch,tablet,Trial4,8
12,Block0,Optimalkeyboard,touch,watch,Trial0,9
12,Block0,Optimalkeyboard,touch,watch,Trial1,12
12,Block0,Optimalkeyboard,touch,watch,Trial2,14
12,Block0,Optimalkeyboard,touch,watch,Trial3,7
12,Block0,Optimalkeyboard,touch,watch,Trial4,13
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,13
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,13
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,11
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,10
12,Block0,Optimalkeyboard,stylus,tablet,Trial0,15
12,Block0,Optimalkeyboard,stylus,tablet,Trial1,15
12,Block0,Optimalkeyboard,stylus,tablet,Trial2,11
12,Block0,Optimalkeyboard,stylus,tablet,Trial3,13
12,Block0,Optimalkeyboard,stylus,tablet,Trial4,7
12,Block0,Optimalkeyboard,stylus,watch,Trial0,15
12,Block0,Optimalkeyboard,stylus,watch,Trial1,6
12,Block0,Optimalkeyboard,stylus,watch,Trial2,15
12,Block0,Optimalkeyboard,stylus,watch,Trial3,12
12,Block0,Optimalkeyboard,stylus,watch,Trial4,15
12,Block0,Qwertykeyboard,touch,mobilephone,Trial0,11
12,Block0,Qwertykeyboard,touch,mobilephone,Trial1,9
12,Block0,Qwertykeyboard,touch,mobilephone,Trial2,11
12,Block0,Qwertykeyboard,touch,mobilephone,Trial3,8
12,Block0,Qwertykeyboard,touch,mobilephone,Trial4,9
12,Block0,Qwertykeyboard,touch,tablet,Trial0,12
12,Block0,Qwertykeyboard,touch,tablet,Trial1,14
12,Block0,Qwertykeyboard,touch,tablet,Trial2,14
12,Block0,Qwertykeyboard,touch,tablet,Trial3,8
12,Block0,Qwertykeyboard,touch,tablet,Trial4,13
12,Block0,Qwertykeyboard,touch,watch,Trial0,9
12,Block0,Qwertykeyboard,touch,watch,Trial1,12
12,Block0,Qwertykeyboard,touch,watch,Trial2,12
12,Block0,Qwertykeyboard,touch,watch,Trial3,6
12,Block0,Qwertykeyboard,touch,watch,Trial4,6
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,7
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,8
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,13
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,6
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,15
12,Block0,Qwertykeyboard,stylus,tablet,Trial0,9
12,Block0,Qwertykeyboard,stylus,tablet,Trial1,8
12,Block0,Qwertykeyboard,stylus,tablet,Trial2,10
12,Block0,Qwertykeyboard,stylus,tablet,Trial3,13
12,Block0,Qwertykeyboard,stylus,tablet,Trial4,12
12,Block0,Qwertykeyboard,stylus,watch,Trial0,7
12,Block0,Qwertykeyboard,stylus,watch,Trial1,15
12,Block0,Qwertykeyboard,stylus,watch,Trial2,13
12,Block0,Qwertykeyboard,stylus,watch,Trial3,6
12,Block0,Qwertykeyboard,stylus,watch,Trial4,14
2,Block0,Optimalkeyboard,touch,mobilephone,Trial0,17
2,Block0,Optimalkeyboard,touch,mobilephone,Trial1,8
2,Block0,Optimalkeyboard,touch,mobilephone,Trial2,8
2,Block0,Optimalkeyboard,touch,mobilephone,Trial3,11
2,Block0,Optimalkeyboard,touch,mobilephone,Trial4,6
2,Block0,Optimalkeyboard,touch,tablet,Trial0,8
2,Block0,Optimalkeyboard,touch,tablet,Trial1,14
2,Block0,Optimalkeyboard,touch,tablet,Trial2,12
2,Block0,Optimalkeyboard,touch,tablet,Trial3,15
2,Block0,Optimalkeyboard,touch,tablet,Trial4,11
2,Block0,Optimalkeyboard,touch,watch,Trial0,15
2,Block0,Optimalkeyboard,touch,watch,Trial1,9
2,Block0,Optimalkeyboard,touch,watch,Trial2,12
2,Block0,Optimalkeyboard,touch,watch,Trial3,12
2,Block0,Optimalkeyboard,touch,watch,Trial4,13
2,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,11
2,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,8
2,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
2,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,8
2,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,8
2,Block0,Optimalkeyboard,stylus,tablet,Trial0,13
2,Block0,Optimalkeyboard,stylus,tablet,Trial1,8
2,Block0,Optimalkeyboard,stylus,tablet,Trial2,12
2,Block0,Optimalkeyboard,stylus,tablet,Trial3,15
2,Block0,Optimalkeyboard,stylus,tablet,Trial4,15
2,Block0,Optimalkeyboard,stylus,watch,Trial0,14
2,Block0,Optimalkeyboard,stylus,watch,Trial1,7
2,Block0,Optimalkeyboard,stylus,watch,Trial2,14
2,Block0,Optimalkeyboard,stylus,watch,Trial3,8
2,Block0,Optimalkeyboard,stylus,watch,Trial4,14
2,Block0,Qwertykeyboard,touch,mobilephone,Trial0,8
2,Block0,Qwertykeyboard,touch,mobilephone,Trial1,14
2,Block0,Qwertykeyboard,touch,mobilephone,Trial2,13
2,Block0,Qwertykeyboard,touch,mobilephone,Trial3,10
2,Block0,Qwertykeyboard,touch,mobilephone,Trial4,15
2,Block0,Qwertykeyboard,touch,tablet,Trial0,13
2,Block0,Qwertykeyboard,touch,tablet,Trial1,6
2,Block0,Qwertykeyboard,touch,tablet,Trial2,15
2,Block0,Qwertykeyboard,touch,tablet,Trial3,6
2,Block0,Qwertykeyboard,touch,tablet,Trial4,9
2,Block0,Qwertykeyboard,touch,watch,Trial0,6
2,Block0,Qwertykeyboard,touch,watch,Trial1,9
2,Block0,Qwertykeyboard,touch,watch,Trial2,12
2,Block0,Qwertykeyboard,touch,watch,Trial3,9
2,Block0,Qwertykeyboard,touch,watch,Trial4,12
2,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,10
2,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,12
2,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,10
2,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,12
2,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,9
2,Block0,Qwertykeyboard,stylus,tablet,Trial0,14
2,Block0,Qwertykeyboard,stylus,tablet,Trial1,7
2,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
2,Block0,Qwertykeyboard,stylus,tablet,Trial3,10
2,Block0,Qwertykeyboard,stylus,tablet,Trial4,14
2,Block0,Qwertykeyboard,stylus,watch,Trial0,11
2,Block0,Qwertykeyboard,stylus,watch,Trial1,9
2,Block0,Qwertykeyboard,stylus,watch,Trial2,14
2,Block0,Qwertykeyboard,stylus,watch,Trial3,9
2,Block0,Qwertykeyboard,stylus,watch,Trial4,10
3,Block0,Optimalkeyboard,touch,mobilephone,Trial0,17
3,Block0,Optimalkeyboard,touch,mobilephone,Trial1,8
3,Block0,Optimalkeyboard,touch,mobilephone,Trial2,8
3,Block0,Optimalkeyboard,touch,mobilephone,Trial3,11
3,Block0,Optimalkeyboard,touch,mobilephone,Trial4,6
3,Block0,Optimalkeyboard,touch,tablet,Trial0,8
3,Block0,Optimalkeyboard,touch,tablet,Trial1,14
3,Block0,Optimalkeyboard,touch,tablet,Trial2,12
3,Block0,Optimalkeyboard,touch,tablet,Trial3,15
3,Block0,Optimalkeyboard,touch,tablet,Trial4,11
3,Block0,Optimalkeyboard,touch,watch,Trial0,15
3,Block0,Optimalkeyboard,touch,watch,Trial1,9
3,Block0,Optimalkeyboard,touch,watch,Trial2,12
3,Block0,Optimalkeyboard,touch,watch,Trial3,12
3,Block0,Optimalkeyboard,touch,watch,Trial4,13
3,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,11
3,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,8
3,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
3,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,8
3,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,8
3,Block0,Optimalkeyboard,stylus,tablet,Trial0,13
3,Block0,Optimalkeyboard,stylus,tablet,Trial1,8
3,Block0,Optimalkeyboard,stylus,tablet,Trial2,12
3,Block0,Optimalkeyboard,stylus,tablet,Trial3,15
3,Block0,Optimalkeyboard,stylus,tablet,Trial4,15
3,Block0,Optimalkeyboard,stylus,watch,Trial0,14
3,Block0,Optimalkeyboard,stylus,watch,Trial1,7
3,Block0,Optimalkeyboard,stylus,watch,Trial2,14
3,Block0,Optimalkeyboard,stylus,watch,Trial3,8
3,Block0,Optimalkeyboard,stylus,watch,Trial4,14
3,Block0,Qwertykeyboard,touch,mobilephone,Trial0,8
3,Block0,Qwertykeyboard,touch,mobilephone,Trial1,14
3,Block0,Qwertykeyboard,touch,mobilephone,Trial2,13
3,Block0,Qwertykeyboard,touch,mobilephone,Trial3,10
3,Block0,Qwertykeyboard,touch,mobilephone,Trial4,15
3,Block0,Qwertykeyboard,touch,tablet,Trial0,13
3,Block0,Qwertykeyboard,touch,tablet,Trial1,6
3,Block0,Qwertykeyboard,touch,tablet,Trial2,15
3,Block0,Qwertykeyboard,touch,tablet,Trial3,6
3,Block0,Qwertykeyboard,touch,tablet,Trial4,9
3,Block0,Qwertykeyboard,touch,watch,Trial0,6
3,Block0,Qwertykeyboard,touch,watch,Trial1,9
3,Block0,Qwertykeyboard,touch,watch,Trial2,12
3,Block0,Qwertykeyboard,touch,watch,Trial3,9
3,Block0,Qwertykeyboard,touch,watch,Trial4,12
3,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,10
3,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,12
3,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,10
3,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,12
3,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,9
3,Block0,Qwertykeyboard,stylus,tablet,Trial0,14
3,Block0,Qwertykeyboard,stylus,tablet,Trial1,7
3,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
3,Block0,Qwertykeyboard,stylus,tablet,Trial3,10
3,Block0,Qwertykeyboard,stylus,tablet,Trial4,14
3,Block0,Qwertykeyboard,stylus,watch,Trial0,11
3,Block0,Qwertykeyboard,stylus,watch,Trial1,9
3,Block0,Qwertykeyboard,stylus,watch,Trial2,14
3,Block0,Qwertykeyboard,stylus,watch,Trial3,9
3,Block0,Qwertykeyboard,stylus,watch,Trial4,10
4,Block0,Optimalkeyboard,touch,mobilephone,Trial0,19
4,Block0,Optimalkeyboard,touch,mobilephone,Trial1,18
4,Block0,Optimalkeyboard,touch,mobilephone,Trial2,13
4,Block0,Optimalkeyboard,touch,mobilephone,Trial3,6
4,Block0,Optimalkeyboard,touch,mobilephone,Trial4,11
4,Block0,Optimalkeyboard,touch,tablet,Trial0,15
4,Block0,Optimalkeyboard,touch,tablet,Trial1,14
4,Block0,Optimalkeyboard,touch,tablet,Trial2,9
4,Block0,Optimalkeyboard,touch,tablet,Trial3,9
4,Block0,Optimalkeyboard,touch,tablet,Trial4,10
4,Block0,Optimalkeyboard,touch,watch,Trial0,6
4,Block0,Optimalkeyboard,touch,watch,Trial1,13
4,Block0,Optimalkeyboard,touch,watch,Trial2,12
4,Block0,Optimalkeyboard,touch,watch,Trial3,9
4,Block0,Optimalkeyboard,touch,watch,Trial4,14
4,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,10
4,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,14
4,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,11
4,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,7
4,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,11
4,Block0,Optimalkeyboard,stylus,tablet,Trial0,14
4,Block0,Optimalkeyboard,stylus,tablet,Trial1,11
4,Block0,Optimalkeyboard,stylus,tablet,Trial2,6
4,Block0,Optimalkeyboard,stylus,tablet,Trial3,14
4,Block0,Optimalkeyboard,stylus,tablet,Trial4,11
4,Block0,Optimalkeyboard,stylus,watch,Trial0,14
4,Block0,Optimalkeyboard,stylus,watch,Trial1,9
4,Block0,Optimalkeyboard,stylus,watch,Trial2,7
4,Block0,Optimalkeyboard,stylus,watch,Trial3,13
4,Block0,Optimalkeyboard,stylus,watch,Trial4,12
4,Block0,Qwertykeyboard,touch,mobilephone,Trial0,12
4,Block0,Qwertykeyboard,touch,mobilephone,Trial1,14
4,Block0,Qwertykeyboard,touch,mobilephone,Trial2,9
4,Block0,Qwertykeyboard,touch,mobilephone,Trial3,10
4,Block0,Qwertykeyboard,touch,mobilephone,Trial4,12
4,Block0,Qwertykeyboard,touch,tablet,Trial0,12
4,Block0,Qwertykeyboard,touch,tablet,Trial1,12
4,Block0,Qwertykeyboard,touch,tablet,Trial2,7
4,Block0,Qwertykeyboard,touch,tablet,Trial3,13
4,Block0,Qwertykeyboard,touch,tablet,Trial4,9
4,Block0,Qwertykeyboard,touch,watch,Trial0,14
4,Block0,Qwertykeyboard,touch,watch,Trial1,10
4,Block0,Qwertykeyboard,touch,watch,Trial2,15
4,Block0,Qwertykeyboard,touch,watch,Trial3,13
4,Block0,Qwertykeyboard,touch,watch,Trial4,12
4,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,6
4,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,11
4,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,10
4,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,12
4,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,7
4,Block0,Qwertykeyboard,stylus,tablet,Trial0,14
4,Block0,Qwertykeyboard,stylus,tablet,Trial1,12
4,Block0,Qwertykeyboard,stylus,tablet,Trial2,7
4,Block0,Qwertykeyboard,stylus,tablet,Trial3,8
4,Block0,Qwertykeyboard,stylus,tablet,Trial4,12
4,Block0,Qwertykeyboard,stylus,watch,Trial0,14
4,Block0,Qwertykeyboard,stylus,watch,Trial1,8
4,Block0,Qwertykeyboard,stylus,watch,Trial2,8
4,Block0,Qwertykeyboard,stylus,watch,Trial3,10
4,Block0,Qwertykeyboard,stylus,watch,Trial4,9
5,Block0,Optimalkeyboard,touch,mobilephone,Trial0,13
5,Block0,Optimalkeyboard,touch,mobilephone,Trial1,19
5,Block0,Optimalkeyboard,touch,mobilephone,Trial2,12
5,Block0,Optimalkeyboard,touch,mobilephone,Trial3,14
5,Block0,Optimalkeyboard,touch,mobilephone,Trial4,9
5,Block0,Optimalkeyboard,touch,tablet,Trial0,15
5,Block0,Optimalkeyboard,touch,tablet,Trial1,12
5,Block0,Optimalkeyboard,touch,tablet,Trial2,6
5,Block0,Optimalkeyboard,touch,tablet,Trial3,12
5,Block0,Optimalkeyboard,touch,tablet,Trial4,13
5,Block0,Optimalkeyboard,touch,watch,Trial0,13
5,Block0,Optimalkeyboard,touch,watch,Trial1,12
5,Block0,Optimalkeyboard,touch,watch,Trial2,10
5,Block0,Optimalkeyboard,touch,watch,Trial3,9
5,Block0,Optimalkeyboard,touch,watch,Trial4,7
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,6
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,8
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,9
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,9
5,Block0,Optimalkeyboard,stylus,tablet,Trial0,7
5,Block0,Optimalkeyboard,stylus,tablet,Trial1,6
5,Block0,Optimalkeyboard,stylus,tablet,Trial2,15
5,Block0,Optimalkeyboard,stylus,tablet,Trial3,7
5,Block0,Optimalkeyboard,stylus,tablet,Trial4,10
5,Block0,Optimalkeyboard,stylus,watch,Trial0,10
5,Block0,Optimalkeyboard,stylus,watch,Trial1,14
5,Block0,Optimalkeyboard,stylus,watch,Trial2,7
5,Block0,Optimalkeyboard,stylus,watch,Trial3,9
5,Block0,Optimalkeyboard,stylus,watch,Trial4,11
5,Block0,Qwertykeyboard,touch,mobilephone,Trial0,14
